292.7 0.10522 0.0526 1.353 0.99395
267.6 0.10426 0.0521 1.315 0.99395
254.1 0.10411 0.0521 1.289 0.99395
238.7 0.10126 0.0506 1.319 0.99486
227.1 0.09892 0.0495 1.288 0.99486
214.3 0.09964 0.0498 1.258 0.99486
204.2 0.10791 0.054 1.08 0.99291
187.1 0.10298 0.0515 1.094 0.99395
265.7 0.10714 0.0536 1.289 0.99291
243 0.10477 0.0524 1.283 0.99395
228.7 0.10736 0.0537 1.186 0.99395
228.7 0.10275 0.0514 1.276 0.99395
228.7 0.10253 0.0513 1.244 0.99395
