222.3 0.1057 0.0529 1.212 0.99395
210.9 0.10321 0.0516 1.217 0.99395
190.7 0.10436 0.0522 1.139 0.99395
234.1 0.10965 0.0548 1.242 0.99291
259.6 0.10557 0.0528 1.323 0.99395
244.6 0.10185 0.0509 1.323 0.99486
270.9 0.10058 0.0503 1.411 0.99486
292.2 0.09888 0.0494 1.503 0.99486
271.1 0.10208 0.051 1.417 0.99486
260 0.10267 0.0513 1.383 0.99486
202.2 0.10866 0.0543 1.118 0.99291
223.3 0.10161 0.0508 1.26 0.99486
252.2 0.10803 0.054 1.28 0.99395
